,num_quote,quote_subjectivity,quote_polarity
da515ba2-aa67-41ff-a22b-4ac34329beeb,,,
638ef1ca-e386-4bd5-b8e7-0c414ad090cf,,,
9e5c3e45-7c6d-4462-abe3-6741ceb58941,3.0,0.022222222222222223,0.011111111111111112
41a1b70e-9234-41b3-8a52-2906cf12cb7b,5.0,0.09666666666666666,0.045
f2952b2f-1b4f-46b8-86f4-1ebcdd4c1667,12.0,0.3772850529100529,-0.045109126984126995
32d48694-4eb8-4014-a27a-9ac00417fafb,,,
eb9d0172-52c2-4379-b8d4-4a4d59c3294c,7.0,0.29235449735449737,0.022103174603174604
d289fda2-995e-4f13-82c5-01bc792b5800,4.0,0.49021464646464646,-0.10467171717171718
9be2ea55-b5a5-448b-bf73-e33dfaa309cb,4.0,0.0,0.0
fbba9055-abf6-49a4-8bf2-182974454f33,6.0,0.3143518518518518,0.0849074074074074
174dadce-2e78-40c0-aeb8-1d7c900db638,0.0,,
2b594ddc-7200-4755-b6e3-387736b931b9,,,
9b13a835-12b9-40a0-99e4-eb01689010e9,8.0,0.1282986111111111,0.0484375
e4bf2298-d92d-4b41-b73e-c49eb10a5798,16.0,0.3996212121212121,-0.03167613636363636
5441ce75-4ab8-4acd-be12-a837630b2366,,,
057b8c5d-b183-4962-9c77-58991433cd64,,,
4252a59d-bd73-41d7-82da-d7668899fe58,3.0,0.022222222222222223,0.011111111111111112
7ce8be4e-a333-41bf-a84b-794a49a48651,5.0,0.09666666666666666,0.045
75993529-5ec2-47d5-b467-06ee4ab1785a,12.0,0.3772850529100529,-0.045109126984126995
3c3a2470-e409-4d28-9add-9cff23272850,,,
94a75a04-a9b5-4be4-baf2-1ab901697ff0,7.0,0.29235449735449737,0.022103174603174604
7922c2ba-13a6-422b-9e36-88919281a080,4.0,0.49021464646464646,-0.10467171717171718
e1f8c2ae-7d59-4646-b527-579c25bcbbec,4.0,0.0,0.0
e2bb6bc8-2f8e-47b9-8431-c0d7f6c207c4,6.0,0.3143518518518518,0.0849074074074074
f2a642ee-1411-487d-923d-e0d33cddaa3d,0.0,,
d3413450-9a8a-4fa1-b9f8-fe67160cfadc,,,
cf927707-4d55-4dce-9c31-a9a4a24e5979,16.0,0.3996212121212121,-0.03167613636363636
81c7a27d-e4f1-470e-8002-ad04e55f4855,,,
a43bcaa6-1201-4434-8e93-72916bcb2b9d,,,
8c06a7cb-0402-411d-bff7-fb9fdd1a1187,3.0,0.022222222222222223,0.011111111111111112
7a21813b-242a-44ed-8dbc-09e46e51c123,5.0,0.09666666666666666,0.045
18aa6b94-0b20-427d-811e-dab456b3005f,12.0,0.3772850529100529,-0.045109126984126995
44884033-d4bd-414d-902c-a99936889c94,,,
0e8c703d-c9d9-4b16-aed7-637945efcba1,7.0,0.29235449735449737,0.022103174603174604
802e7da5-79cc-4b14-a98f-59898e59018a,4.0,0.49021464646464646,-0.10467171717171718
d2c106ba-c67a-4aec-adff-1c7ef26c0a22,4.0,0.0,0.0
7af03410-7466-4c51-8975-9fda447604a0,6.0,0.3143518518518518,0.0849074074074074
ab6d936a-a750-4d4c-9352-af3f4487d76d,0.0,,
542a5a74-9bd3-40f0-b20b-9391535f82c0,,,
9c1bd50b-47b8-4ec4-bf27-c122e8579bf0,8.0,0.1282986111111111,0.0484375
66526e79-f357-4147-b836-3219315ba155,16.0,0.3996212121212121,-0.03167613636363636
32b55125-3cf0-462e-b0cb-9eced8ebae5e,,,
1a3d468f-955a-48b4-b402-f1a281e0a0ca,,,
919732b9-e814-4fdd-8d0e-05a20fbf18a5,3.0,0.022222222222222223,0.011111111111111112
6b030826-52ed-4ca5-b788-abdf33679c31,5.0,0.09666666666666666,0.045
e6df376d-2245-454a-b7ee-ef00a01cd6d9,12.0,0.3772850529100529,-0.045109126984126995
92472ad9-0b9b-4ced-aeef-6a8d1c2ff570,,,
87b4acbf-d79f-447b-a5d5-7e0cd5a3e793,7.0,0.29235449735449737,0.022103174603174604
05f2fcd2-4661-4cba-8fbd-70b90c23ceaa,4.0,0.49021464646464646,-0.10467171717171718
f26e8abf-261b-4555-b650-e16a44be161a,4.0,0.0,0.0
3140c41b-33bb-49cf-9808-2de6249ebcfd,6.0,0.3143518518518518,0.0849074074074074
2090631d-b9dc-4cf3-8496-c88261a51ffb,0.0,,
2cc20c13-90b9-4fb7-bb3e-df24ef2529cc,,,
5fb208a4-3971-4186-b3a3-c536b01264da,8.0,0.1282986111111111,0.0484375
232086b9-40af-4706-b57a-d8e0a40d00a7,16.0,0.3996212121212121,-0.03167613636363636
3439b7ed-7aba-441e-ba3f-a671528868c2,,,
b7accc26-8969-4ed6-a16a-794b3b3ce4e4,,,
185899ae-cd63-41d2-906d-309946b8e026,3.0,0.022222222222222223,0.011111111111111112
fdf8635d-59bb-4c5f-99f4-163cb6ae6485,5.0,0.09666666666666666,0.045
54818dda-6514-4abe-a84c-1790281574cd,12.0,0.3772850529100529,-0.045109126984126995
5d93e2f3-b9bc-45d9-87a9-7bd93150574c,,,
c893569b-0a81-4bb1-9c6a-da62876bf759,7.0,0.29235449735449737,0.022103174603174604
de8810ec-ad74-4afe-ab70-a2f4b59e3ee8,4.0,0.49021464646464646,-0.10467171717171718
a84a4a93-9983-40a5-9e1e-0748a832fade,4.0,0.0,0.0
1af68cd5-5e9f-4e3c-b4d1-fa0b0c502223,6.0,0.3143518518518518,0.0849074074074074
f813a04b-1ec2-49f7-9476-92d2f7ccc562,0.0,,
82aa6f2c-35f1-42f0-9549-67322b5ad686,,,
b8331852-d9a4-42d6-b18c-2dd2b5302dd1,8.0,0.1282986111111111,0.0484375
e0cbe6c2-a709-49ce-9c8f-b697e17143e9,16.0,0.3996212121212121,-0.03167613636363636
6bebf70e-3e4e-4f73-8fc1-06f9acc1a75c,,,
234a24ec-c0f9-46b9-b210-06dabf3c8fa7,,,
df780ec2-0d02-44ee-ab7e-18dbdccc59f5,3.0,0.022222222222222223,0.011111111111111112
8ed6f6cf-4c89-4a5d-98b1-380c3f730050,5.0,0.09666666666666666,0.045
ed84bb6a-8828-417f-a7d8-8d432f723210,12.0,0.3772850529100529,-0.045109126984126995
218bffde-774f-46e1-a8b1-52457347c077,,,
bd850761-6428-44f8-afae-84a9a82775db,7.0,0.29235449735449737,0.022103174603174604
fde7d21f-cebe-4d37-8559-8c0d8c4b5920,4.0,0.49021464646464646,-0.10467171717171718
df0126b5-efb3-4573-a420-a47399141088,4.0,0.0,0.0
e9630336-881f-4438-b667-52e7f904d73f,6.0,0.3143518518518518,0.0849074074074074
4ea0f9b0-088e-4522-b47e-10b2daecde56,0.0,,
a9245c81-504c-4d2a-b5dc-22170ac88cd4,,,
86e7d6a9-3ebc-4d94-8bcb-52f6d3621464,8.0,0.1282986111111111,0.0484375
e96ceeb7-41df-4221-a942-b975ca8e99d5,16.0,0.3996212121212121,-0.03167613636363636
110405ee-5fb8-4455-9a57-e2e61479f4a1,,,
e3f1bfab-5d5d-4a5e-a555-52bfff92d8cd,,,
3e673afd-82f1-4922-bcdd-0fcfca9c3bdd,3.0,0.022222222222222223,0.011111111111111112
847d906d-df09-4ecd-b259-190525f561e9,5.0,0.09666666666666666,0.045
866e000d-27be-4c30-8284-431112f82f46,12.0,0.3772850529100529,-0.045109126984126995
3a5c0b40-e376-4fad-913f-d5b9e518abb1,,,
3729b7d3-bcb5-475d-aa4e-6a6f931ded4a,7.0,0.29235449735449737,0.022103174603174604
a1bb6b87-926a-424b-9600-b263fa6504e3,4.0,0.49021464646464646,-0.10467171717171718
6ead294e-4d71-49d4-9231-1b5324bbd3aa,4.0,0.0,0.0
73f6bc3e-7e34-4a07-bf07-64ac53838229,6.0,0.3143518518518518,0.0849074074074074
ecebfec6-9748-4b11-b5ec-cd26addfac12,0.0,,
b7cebfee-ed03-4aaa-a095-5c687f29920c,,,
f322cf9c-381c-40ba-b83c-b4d64d005124,8.0,0.1282986111111111,0.0484375
08e537ad-b4f3-430e-a238-fa53c465b871,16.0,0.3996212121212121,-0.03167613636363636
d31b7c68-203b-4047-91ff-defa093bdd27,,,
7522e686-e1bf-4389-932c-453e91f3612b,,,
02da320d-e7e1-4b3c-a87b-ba76a1f89027,3.0,0.022222222222222223,0.011111111111111112
9addab73-e032-4fb0-9ae3-11ce2125473d,5.0,0.09666666666666666,0.045
99a2acc5-45f1-40ab-a11f-325e290f4ddb,12.0,0.3772850529100529,-0.045109126984126995
55bf4f3d-f207-40a4-94af-207a55e3ee94,,,
8a0889c7-27ad-43fc-a287-dacd6f1ef3e6,7.0,0.29235449735449737,0.022103174603174604
e763eb47-edff-41e7-a59d-fbe9b8e9d55f,4.0,0.49021464646464646,-0.10467171717171718
cecccf5e-bdc4-428a-9d54-6533b8c4a2a4,4.0,0.0,0.0
af1ce4ae-d504-4099-9794-305b908b307d,6.0,0.3143518518518518,0.0849074074074074
765e77aa-2aa6-442c-b19b-0019d25104d0,0.0,,
672922bb-3d9f-409c-931e-f1163e3acd28,,,
4c8004d0-5b42-4fa3-920d-3f57f935e8fc,8.0,0.1282986111111111,0.0484375
8d18b666-52bf-43b2-954b-3a9af8b415fa,16.0,0.3996212121212121,-0.03167613636363636
d501b3b6-d878-4b69-a0f3-470313d14183,,,
fd89e951-1eb4-425b-a78f-54de48819b4f,,,
1c2bb062-84b9-4284-bd65-43e1c5625aa4,3.0,0.022222222222222223,0.011111111111111112
25392881-578e-4b7d-aa32-7cf55ed26bbc,5.0,0.09666666666666666,0.045
62c27235-63c7-4ca7-afeb-c953c8ab800a,12.0,0.3772850529100529,-0.045109126984126995
fb5a842f-eb4f-4ff9-8708-bbeb75548623,,,
23bc66a8-105d-4ef9-87b7-2e502bdcbd0c,7.0,0.29235449735449737,0.022103174603174604
6f649e4a-ef50-4bf7-a0cb-30a5c4cca4f2,4.0,0.49021464646464646,-0.10467171717171718
5622226f-339a-46f0-88b9-6c3d001438aa,4.0,0.0,0.0
17269a91-7e7e-4c5d-bf4e-c2b794adefd4,6.0,0.3143518518518518,0.0849074074074074
c8c87b0b-009f-40a7-8551-6ea2a6d3f503,0.0,,
058237f1-a3ed-4be6-b898-76a5f59e9d2a,,,
ac26d616-5b4c-471e-b9f1-5e8c1f9e784d,8.0,0.1282986111111111,0.0484375
213499c6-11a1-4751-b4cc-f568d8ac5cf7,16.0,0.3996212121212121,-0.03167613636363636
46614126-f3f1-421f-8f6f-4e75fe64ddc4,,,
6bee91dc-e1f1-4341-b135-b3e474db9b27,,,
904c59f1-74b4-40f6-afda-2c1318884576,3.0,0.022222222222222223,0.011111111111111112
c4f9cd8a-0ec8-42bb-bee0-ce7f37b45543,5.0,0.09666666666666666,0.045
dace5c01-b05e-4202-a180-b96855e9bc84,12.0,0.3772850529100529,-0.045109126984126995
617636bd-00d3-4886-88f4-3de3dae16dea,,,
76c8eed6-b6a0-423b-a187-5a2e5a8e3464,7.0,0.29235449735449737,0.022103174603174604
238b60dd-a819-4faf-8e68-ad85c6c05b8d,4.0,0.49021464646464646,-0.10467171717171718
c927e0cf-ba40-4837-8204-545b0c1b1e78,4.0,0.0,0.0
5f1d6678-4c6a-4650-9c9d-e8369755e489,6.0,0.3143518518518518,0.0849074074074074
1d5e954a-55be-485d-9c1a-ee94b6067ce2,0.0,,
9b8bb664-8ef6-45de-afab-c23efdbb402a,,,
586c8ece-a103-432a-b0e1-a713933b3012,16.0,0.3996212121212121,-0.03167613636363636
ac7ed8c4-cd5b-4de3-a4f1-680272bc57d5,,,
29c9972e-6b71-45e9-a30a-62afd7c2941f,,,
b794c26b-968a-4b2f-aeed-f45d2e2196d4,3.0,0.022222222222222223,0.011111111111111112
05beb15e-dede-4b1f-961a-296111dd8959,5.0,0.09666666666666666,0.045
8aa1fb5c-0232-47c7-b4e3-0f8ce8c1c265,12.0,0.3772850529100529,-0.045109126984126995
aa86212e-4c0d-4046-9e36-c296f6be5801,,,
1eef3428-08ce-432c-8387-4a380f7f0645,7.0,0.29235449735449737,0.022103174603174604
23b4ef51-817d-4277-9a77-d679b78aa372,4.0,0.49021464646464646,-0.10467171717171718
7f2a4d69-9dfe-470a-90af-a7f5e1efd8f7,4.0,0.0,0.0
69449008-f50e-4e5e-b8f6-5c3d198360b7,6.0,0.3143518518518518,0.0849074074074074
7a700712-c8ed-449e-9bdd-4d2c34196448,0.0,,
6e439817-0b99-4316-b65c-634255e6a410,,,
b082adda-cc60-4640-a2a4-8717936e37bc,3.0,0.022222222222222223,0.011111111111111112
17020017-d410-4805-9f90-0bab3036ed49,5.0,0.09666666666666666,0.045
e4577554-d7bc-45c3-80d5-c518f0bff36e,12.0,0.3772850529100529,-0.045109126984126995
119ba523-e0c7-4bc1-840f-e40139ce8b55,,,
08eae201-1bac-4cc8-a6f1-40fd87afbb36,7.0,0.29235449735449737,0.022103174603174604
039451e7-48fb-4800-963b-fe190929ed77,4.0,0.49021464646464646,-0.10467171717171718
f7700912-1feb-4dd8-827e-5bb6a6764a15,4.0,0.0,0.0
4c2b0218-49f0-47f6-91ab-1246466c0357,6.0,0.3143518518518518,0.0849074074074074
5bba63fe-f365-415f-a738-cab8fca5ec3d,0.0,,
679c547d-6942-45e5-a203-8ff8fd7d16eb,,,
a4711c02-382f-4ba4-ac3a-7c8a69364b00,12.0,0.3772850529100529,-0.045109126984126995
c45d75d6-2371-4639-b740-0facda3ebb02,,,
13de2ff6-82a3-4104-85eb-513b9c3dbc1b,7.0,0.29235449735449737,0.022103174603174604
d62c00e7-3d6c-47c6-b602-6309b8ca2d9d,4.0,0.49021464646464646,-0.10467171717171718
96a96383-3bfc-48b0-ad49-5083e386baee,4.0,0.0,0.0
9406c4c6-a28b-40ac-b24c-63d83559868f,6.0,0.3143518518518518,0.0849074074074074
c8d6fb2e-1962-46be-acd8-7cca8bdf7397,0.0,,
e3bd589f-728e-4162-8756-acbc1be732f8,,,
bf1179af-f2d7-4271-98b6-e3c6a0bfe030,12.0,0.3772850529100529,-0.045109126984126995
4eb654a2-a328-42d0-a563-896a1831c065,,,
75c94d00-54ec-433c-b84b-c14db67bbecb,7.0,0.29235449735449737,0.022103174603174604
17088ed7-5a3a-4656-a2c3-e5d0d08fdc29,4.0,0.49021464646464646,-0.10467171717171718
ec6bb491-160c-4fdf-9818-74dc71b02088,4.0,0.0,0.0
242d3344-dc30-4012-9c0a-5f9ca2d395b2,6.0,0.3143518518518518,0.0849074074074074
2295d0f7-9677-4354-861c-4e8da0eecd52,0.0,,
844a21c4-8946-4c84-929d-441268aef00f,,,
a3bcba3a-2eb3-48e3-bbf6-cf465aaa1d75,12.0,0.3772850529100529,-0.045109126984126995
557192c6-bc3e-4c84-a2e5-4b68d0dddfb9,,,
8bfd2b3c-545e-49c8-a21f-9a4db06de638,7.0,0.29235449735449737,0.022103174603174604
110facc3-a226-4962-a231-7dcacc9dbcb3,4.0,0.49021464646464646,-0.10467171717171718
d3539fcc-f300-439b-bb50-7fd45c039b23,4.0,0.0,0.0
557d51b1-8b9f-4d68-a526-cd42f4d6f8b6,6.0,0.3143518518518518,0.0849074074074074
a67bcb5f-f9e1-40e9-8a64-4d1ebc231672,0.0,,
c7b1d23e-17eb-40dc-a532-57991f678713,,,
ca9e45eb-076c-4dd0-a304-1f86259a0d2c,3.0,0.022222222222222223,0.011111111111111112
0fa0c10a-e4c6-4d2f-8701-09a2a49b298b,5.0,0.09666666666666666,0.045
85b19d29-0603-4d39-85a9-0da4c084aeaf,12.0,0.3772850529100529,-0.045109126984126995
2195f0c1-2f9e-4daa-9c28-1cfc26035bc7,,,
29cefc54-d7dc-4f79-b790-cbdc2217a96b,7.0,0.29235449735449737,0.022103174603174604
bc05dc90-a5ea-450f-a8a2-745e13a103bf,4.0,0.49021464646464646,-0.10467171717171718
81ad921d-edb1-4df5-a4ea-ae907e18f3f1,4.0,0.0,0.0
3efa2cbc-70f6-4d53-a21e-19efb6e7d9e0,6.0,0.3143518518518518,0.0849074074074074
4448a860-fde0-45f0-9470-3e11966dd3b8,0.0,,
d7bdf452-76b9-4ce0-880c-fc960e7ecc8e,,,
126d62e6-1120-444f-b4a1-8b16ba4954d2,3.0,0.022222222222222223,0.011111111111111112
67260e4a-57a8-439d-9120-9348af8d802a,5.0,0.09666666666666666,0.045
3dc6e9f4-c2f3-41e7-bbf1-0965d4827973,12.0,0.3772850529100529,-0.045109126984126995
3562349c-1383-42f7-91ab-f286f2e859e2,,,
98d10599-6787-46b1-aae0-99e23b96d965,7.0,0.29235449735449737,0.022103174603174604
83275c04-b02c-4db7-9cab-0eb973e3fbf2,4.0,0.49021464646464646,-0.10467171717171718
77174711-a284-4e9a-beb6-35613e97b707,4.0,0.0,0.0
6495379e-44e7-4d0e-98b8-d9d96be917b5,6.0,0.3143518518518518,0.0849074074074074
d9c5fe01-96f4-46f5-8f10-f28b39285b2f,0.0,,
7e9cd6b7-2214-4315-bb64-f91751aed4cc,,,
6c0a33fc-71fa-4571-8916-b984a20627a3,,,
ae7fbec2-a6ea-4e38-a75f-ef228471e53b,7.0,0.29235449735449737,0.022103174603174604
990d8681-7ef5-4d2a-b292-3d0281e3e5f3,4.0,0.49021464646464646,-0.10467171717171718
a53aa339-b48f-4f46-82bb-7082bf8558e3,4.0,0.0,0.0
db4a165a-38cc-4053-a1c8-20147857381b,6.0,0.3143518518518518,0.0849074074074074
23af9c92-4796-4bde-8e3a-96bf66c138ac,0.0,,
73af61cd-3bba-406b-af7c-618bf661abb6,,,
f5214981-c11f-4653-8fb9-44abf0c43d18,,,
165a8f62-1b58-4cdd-b57c-7e0a3eb82246,7.0,0.29235449735449737,0.022103174603174604
7053fd70-a766-4385-a06f-a781680a104c,4.0,0.49021464646464646,-0.10467171717171718
5e4ba133-c4c5-4e86-b962-3e637c6fcc3c,4.0,0.0,0.0
c48cfe2a-b442-4cc3-932d-476adb70a050,6.0,0.3143518518518518,0.0849074074074074
ef597172-3438-4429-a9a8-b5a66e9aacb4,0.0,,
cc3f9692-8c48-46b5-8cdc-6b84d70824f2,,,
3941b95a-9c26-4c1a-ae4b-60a2c4fbdcf0,12.0,0.3772850529100529,-0.045109126984126995
f0ea1002-0ff8-4fed-b596-a92e1c0bd1a5,,,
c923a5f1-b3f9-4fb5-a50b-833f7aae5562,7.0,0.29235449735449737,0.022103174603174604
804f78b0-9bfd-472f-8580-3776f48b2030,4.0,0.49021464646464646,-0.10467171717171718
ec2275d5-9bcf-4c6b-8445-3d2aa44a04f3,4.0,0.0,0.0
aede9968-10fc-45b7-ad90-de9587f3274d,6.0,0.3143518518518518,0.0849074074074074
08508e20-8771-44df-8a0d-43f69c4e1f4d,0.0,,
06b33664-ed5a-44a8-9eec-edb8ffc168f0,,,
bdaf6fc9-3558-4ce5-a7a6-eb213e952826,,,
9fc243b1-2a24-4e88-8e77-05940235a47d,,,
a56cb13c-295e-408b-ba03-b84f32ba1501,3.0,0.022222222222222223,0.011111111111111112
bcca7352-e644-4672-9f2a-5f29ba208a53,5.0,0.09666666666666666,0.045
0f54e2be-1daa-4149-b77e-b9f3ca6eac45,12.0,0.3772850529100529,-0.045109126984126995
0e9529ff-5267-4f0c-9962-655ddf99dfaa,,,
5d54d913-c7a0-4de9-9f5a-98b136f9c517,7.0,0.29235449735449737,0.022103174603174604
a4c6e3d6-094b-44f8-b2c6-7acfb941df6b,4.0,0.49021464646464646,-0.10467171717171718
0b75040f-45a6-4378-bd61-0f6c157aa586,4.0,0.0,0.0
c8640fa8-1b81-4009-a016-4403898b5167,6.0,0.3143518518518518,0.0849074074074074
37545712-c4d6-495d-820c-1a3172395a6f,0.0,,
629b7764-2597-4e1c-9252-edeec4c8189e,,,
f6a188d7-00f5-49b4-8812-b8c18d8729fc,12.0,0.3772850529100529,-0.045109126984126995
e72bd1e0-ceab-4be9-9f63-1312a801896e,,,
e16ce683-687d-4f31-8ae2-f33e99375f43,7.0,0.29235449735449737,0.022103174603174604
f923df62-af29-4325-9e4a-5a37d78ac32b,4.0,0.49021464646464646,-0.10467171717171718
e7692211-c5b0-4d85-a82e-6e8104da5aac,4.0,0.0,0.0
3d71eea8-3b0a-440b-8015-52a6a45c04bb,6.0,0.3143518518518518,0.0849074074074074
ddf8cccf-c78d-46d2-8da1-604c697898f6,0.0,,
970e54ae-140c-4406-8967-677e85f68fa7,,,
8748f0b0-c7c1-4b2b-8aef-8f6605188fda,,,
0940bb52-9c6d-45b5-aad3-0f2a1f7a658d,7.0,0.29235449735449737,0.022103174603174604
aa1023ea-ceea-4167-90dc-76b808585706,4.0,0.49021464646464646,-0.10467171717171718
601e6247-c9aa-4320-835b-9b3b1fafbb24,4.0,0.0,0.0
f217413a-b8fc-4a23-9e03-d38c06c547a8,6.0,0.3143518518518518,0.0849074074074074
bfc4b9c1-aa93-4a5c-bcc4-bdaba17f8cba,0.0,,
988e5f78-74f7-490c-8bff-892d8fb3b267,,,
0eff13cc-f396-401f-8a9a-5ac83d0cd714,3.0,0.022222222222222223,0.011111111111111112
b637ea7c-2859-4473-b64a-5fe87a6428c4,5.0,0.09666666666666666,0.045
c2be0d64-8388-4de9-a5ee-3bb8c918de3c,12.0,0.3772850529100529,-0.045109126984126995
d612dd58-8570-49ac-b066-ee4bd5369e02,,,
821843f8-4c9b-4b07-ad9f-2ea0280def7c,7.0,0.29235449735449737,0.022103174603174604
a787fd9d-3cbd-4bd4-96e9-92fe3a67f1d0,4.0,0.49021464646464646,-0.10467171717171718
306d61c2-c47a-49d0-85d6-47b571b21e78,4.0,0.0,0.0
a6d947d8-91be-43cb-9ebe-ec99f0065fbd,6.0,0.3143518518518518,0.0849074074074074
63e43472-3086-4676-8807-48aa9cb8cb6e,0.0,,
34e511a4-17bd-4520-a2b0-30b03e54f2df,,,
03138553-4f8d-411b-8397-0a1bfbea2331,12.0,0.3772850529100529,-0.045109126984126995
92f0b1c3-bf85-4baa-b3e4-22071257929e,,,
afe77d31-880e-4a50-aa52-e6c2ca5d697d,7.0,0.29235449735449737,0.022103174603174604
f47d9d4d-5c36-4894-822c-84ce0d135ae8,4.0,0.49021464646464646,-0.10467171717171718
8e940582-489a-4f6b-b2a6-4d924ce45686,4.0,0.0,0.0
418e00e9-dbf0-4041-8242-526b2bdb5154,6.0,0.3143518518518518,0.0849074074074074
4d49068e-6360-483e-9e70-a85bb71e0117,0.0,,
1b4e2b43-d23d-4484-95a0-fb8bdf15174e,,,
7d9a59fb-46a4-4237-9730-58924b14e5a4,3.0,0.022222222222222223,0.011111111111111112
8bdb3a7e-b360-4f4a-9def-49af81892208,5.0,0.09666666666666666,0.045
a0fe3953-7bec-4d6a-9a04-048fb1ad0656,12.0,0.3772850529100529,-0.045109126984126995
1150130c-62f1-4af3-b5a6-22757ab1615a,,,
757b6824-998c-42eb-a680-f6fc0158c4c8,7.0,0.29235449735449737,0.022103174603174604
f4693726-109d-41b6-82d0-823aca28f5d1,4.0,0.49021464646464646,-0.10467171717171718
